Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
03-09-2025;22:30:00;03-09-2025;22:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,084;kWh;Uitgelezen;
03-09-2025;22:30:00;03-09-2025;22:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
03-09-2025;22:45:00;03-09-2025;23:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
03-09-2025;22:45:00;03-09-2025;23:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
03-09-2025;23:00:00;03-09-2025;23:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;
03-09-2025;23:00:00;03-09-2025;23:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
03-09-2025;23:15:00;03-09-2025;23:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,060;kWh;Uitgelezen;
03-09-2025;23:15:00;03-09-2025;23:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
03-09-2025;23:30:00;03-09-2025;23:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;
03-09-2025;23:30:00;03-09-2025;23:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
03-09-2025;23:45:00;04-09-2025;00:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,056;kWh;Uitgelezen;
03-09-2025;23:45:00;04-09-2025;00:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;00:00:00;04-09-2025;00:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;
04-09-2025;00:00:00;04-09-2025;00:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;00:15:00;04-09-2025;00:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;
04-09-2025;00:15:00;04-09-2025;00:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;00:30:00;04-09-2025;00:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
04-09-2025;00:30:00;04-09-2025;00:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;00:45:00;04-09-2025;01:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
04-09-2025;00:45:00;04-09-2025;01:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;01:00:00;04-09-2025;01:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
04-09-2025;01:00:00;04-09-2025;01:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;01:15:00;04-09-2025;01:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,078;kWh;Uitgelezen;
04-09-2025;01:15:00;04-09-2025;01:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;01:30:00;04-09-2025;01:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
04-09-2025;01:30:00;04-09-2025;01:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;01:45:00;04-09-2025;02:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;
04-09-2025;01:45:00;04-09-2025;02:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;02:00:00;04-09-2025;02:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,058;kWh;Uitgelezen;
04-09-2025;02:00:00;04-09-2025;02:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;02:15:00;04-09-2025;02:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,060;kWh;Uitgelezen;
04-09-2025;02:15:00;04-09-2025;02:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;02:30:00;04-09-2025;02:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
04-09-2025;02:30:00;04-09-2025;02:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;02:45:00;04-09-2025;03:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;
04-09-2025;02:45:00;04-09-2025;03:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;03:00:00;04-09-2025;03:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;
04-09-2025;03:00:00;04-09-2025;03:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;03:15:00;04-09-2025;03:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,066;kWh;Uitgelezen;
04-09-2025;03:15:00;04-09-2025;03:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;03:30:00;04-09-2025;03:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
04-09-2025;03:30:00;04-09-2025;03:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;03:45:00;04-09-2025;04:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
04-09-2025;03:45:00;04-09-2025;04:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;04:00:00;04-09-2025;04:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
04-09-2025;04:00:00;04-09-2025;04:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;04:15:00;04-09-2025;04:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
04-09-2025;04:15:00;04-09-2025;04:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;04:30:00;04-09-2025;04:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
04-09-2025;04:30:00;04-09-2025;04:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;04:45:00;04-09-2025;05:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,056;kWh;Uitgelezen;
04-09-2025;04:45:00;04-09-2025;05:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;05:00:00;04-09-2025;05:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;
04-09-2025;05:00:00;04-09-2025;05:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;05:15:00;04-09-2025;05:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
04-09-2025;05:15:00;04-09-2025;05:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;05:30:00;04-09-2025;05:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;
04-09-2025;05:30:00;04-09-2025;05:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;05:45:00;04-09-2025;06:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,055;kWh;Uitgelezen;
04-09-2025;05:45:00;04-09-2025;06:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;06:00:00;04-09-2025;06:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;
04-09-2025;06:00:00;04-09-2025;06:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;06:15:00;04-09-2025;06:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,075;kWh;Uitgelezen;
04-09-2025;06:15:00;04-09-2025;06:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;06:30:00;04-09-2025;06:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,072;kWh;Uitgelezen;
04-09-2025;06:30:00;04-09-2025;06:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;06:45:00;04-09-2025;07:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
04-09-2025;06:45:00;04-09-2025;07:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
04-09-2025;07:00:00;04-09-2025;07:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;
04-09-2025;07:00:00;04-09-2025;07:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;07:15:00;04-09-2025;07:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,061;kWh;Uitgelezen;
04-09-2025;07:15:00;04-09-2025;07:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;07:30:00;04-09-2025;07:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,038;kWh;Uitgelezen;
04-09-2025;07:30:00;04-09-2025;07:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;07:45:00;04-09-2025;08:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,039;kWh;Uitgelezen;
04-09-2025;07:45:00;04-09-2025;08:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;08:00:00;04-09-2025;08:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,030;kWh;Uitgelezen;
04-09-2025;08:00:00;04-09-2025;08:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;08:15:00;04-09-2025;08:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,030;kWh;Uitgelezen;
04-09-2025;08:15:00;04-09-2025;08:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;08:30:00;04-09-2025;08:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,450;kWh;Uitgelezen;
04-09-2025;08:30:00;04-09-2025;08:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;08:45:00;04-09-2025;09:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,541;kWh;Uitgelezen;
04-09-2025;08:45:00;04-09-2025;09:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;09:00:00;04-09-2025;09:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,684;kWh;Uitgelezen;
04-09-2025;09:00:00;04-09-2025;09:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;09:15:00;04-09-2025;09:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,586;kWh;Uitgelezen;
04-09-2025;09:15:00;04-09-2025;09:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,002;kWh;Uitgelezen;
04-09-2025;09:30:00;04-09-2025;09:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,717;kWh;Uitgelezen;
04-09-2025;09:30:00;04-09-2025;09:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
04-09-2025;09:45:00;04-09-2025;10:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,024;kWh;Uitgelezen;
04-09-2025;09:45:00;04-09-2025;10:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,164;kWh;Uitgelezen;
04-09-2025;10:00:00;04-09-2025;10:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;10:00:00;04-09-2025;10:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,123;kWh;Uitgelezen;
04-09-2025;10:15:00;04-09-2025;10:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;10:15:00;04-09-2025;10:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,168;kWh;Uitgelezen;
04-09-2025;10:30:00;04-09-2025;10:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;10:30:00;04-09-2025;10:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,202;kWh;Uitgelezen;
04-09-2025;10:45:00;04-09-2025;11:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;10:45:00;04-09-2025;11:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,178;kWh;Uitgelezen;
04-09-2025;11:00:00;04-09-2025;11:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;11:00:00;04-09-2025;11:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,145;kWh;Uitgelezen;
04-09-2025;11:15:00;04-09-2025;11:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;11:15:00;04-09-2025;11:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,252;kWh;Uitgelezen;
04-09-2025;11:30:00;04-09-2025;11:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;11:30:00;04-09-2025;11:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,303;kWh;Uitgelezen;
04-09-2025;11:45:00;04-09-2025;12:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;11:45:00;04-09-2025;12:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,325;kWh;Uitgelezen;
04-09-2025;12:00:00;04-09-2025;12:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;12:00:00;04-09-2025;12:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,513;kWh;Uitgelezen;
04-09-2025;12:15:00;04-09-2025;12:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;12:15:00;04-09-2025;12:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,855;kWh;Uitgelezen;
04-09-2025;12:30:00;04-09-2025;12:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;12:30:00;04-09-2025;12:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;1,022;kWh;Uitgelezen;
04-09-2025;12:45:00;04-09-2025;13:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;12:45:00;04-09-2025;13:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,451;kWh;Uitgelezen;
04-09-2025;13:00:00;04-09-2025;13:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;13:00:00;04-09-2025;13:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;1,241;kWh;Uitgelezen;
04-09-2025;13:15:00;04-09-2025;13:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;13:15:00;04-09-2025;13:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,798;kWh;Uitgelezen;
04-09-2025;13:30:00;04-09-2025;13:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;13:30:00;04-09-2025;13:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,528;kWh;Uitgelezen;
04-09-2025;13:45:00;04-09-2025;14:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;13:45:00;04-09-2025;14:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,331;kWh;Uitgelezen;
04-09-2025;14:00:00;04-09-2025;14:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;14:00:00;04-09-2025;14:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,363;kWh;Uitgelezen;
04-09-2025;14:15:00;04-09-2025;14:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;14:15:00;04-09-2025;14:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,666;kWh;Uitgelezen;
04-09-2025;14:30:00;04-09-2025;14:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;14:30:00;04-09-2025;14:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,392;kWh;Uitgelezen;
04-09-2025;14:45:00;04-09-2025;15:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;14:45:00;04-09-2025;15:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,562;kWh;Uitgelezen;
04-09-2025;15:00:00;04-09-2025;15:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;15:00:00;04-09-2025;15:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,682;kWh;Uitgelezen;
04-09-2025;15:15:00;04-09-2025;15:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;15:15:00;04-09-2025;15:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,365;kWh;Uitgelezen;
04-09-2025;15:30:00;04-09-2025;15:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;15:30:00;04-09-2025;15:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,262;kWh;Uitgelezen;
04-09-2025;15:45:00;04-09-2025;16:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;15:45:00;04-09-2025;16:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,411;kWh;Uitgelezen;
04-09-2025;16:00:00;04-09-2025;16:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;16:00:00;04-09-2025;16:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,315;kWh;Uitgelezen;
04-09-2025;16:15:00;04-09-2025;16:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,004;kWh;Uitgelezen;
04-09-2025;16:15:00;04-09-2025;16:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,154;kWh;Uitgelezen;
04-09-2025;16:30:00;04-09-2025;16:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen;
04-09-2025;16:30:00;04-09-2025;16:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,561;kWh;Uitgelezen;
04-09-2025;16:45:00;04-09-2025;17:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;16:45:00;04-09-2025;17:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,108;kWh;Uitgelezen;
04-09-2025;17:00:00;04-09-2025;17:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
04-09-2025;17:00:00;04-09-2025;17:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,234;kWh;Uitgelezen;
04-09-2025;17:15:00;04-09-2025;17:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,008;kWh;Uitgelezen;
04-09-2025;17:15:00;04-09-2025;17:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,025;kWh;Uitgelezen;
04-09-2025;17:30:00;04-09-2025;17:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,025;kWh;Uitgelezen;
04-09-2025;17:30:00;04-09-2025;17:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,126;kWh;Uitgelezen;
04-09-2025;17:45:00;04-09-2025;18:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,036;kWh;Uitgelezen;
04-09-2025;17:45:00;04-09-2025;18:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,147;kWh;Uitgelezen;
04-09-2025;18:00:00;04-09-2025;18:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,100;kWh;Uitgelezen;
